@relation 'pancan_weka_ready-weka.filters.unsupervised.attribute.Remove-V-R7965,18382,17110,5408,6594,18747,8350,6817,5578,5577,7993,7897,12569,7966,15898,17905,11394,7422,6837,8004,3542,16373,12978,11125,2779,16343,7793,9178,17907,629,11911,6585,17802,16450,11260,10842,2640,4225,11551,8777,6831,204,15804,2130,7933,952,5633,18336,7955,12996,9185,9653,8014,6595,149,18811,15474,8005,18754,15913,90,6877,2319,3541,16339,8003,17586,776,17739,3922,19607,10291,5753,18217,15901,1510,224,5658,18291,5989,2168,2074,743,12079,5022,8006,1059,6927,19160,2775,13162,3731,1859,18637,14428,17317,3473,3462,5626,13508,20532'

@attribute gene_7964 numeric
@attribute gene_18381 numeric
@attribute gene_17109 numeric
@attribute gene_5407 numeric
@attribute gene_6593 numeric
@attribute gene_18746 numeric
@attribute gene_8349 numeric
@attribute gene_6816 numeric
@attribute gene_5577 numeric
@attribute gene_5576 numeric
@attribute gene_7992 numeric
@attribute gene_7896 numeric
@attribute gene_12568 numeric
@attribute gene_7965 numeric
@attribute gene_15897 numeric
@attribute gene_17904 numeric
@attribute gene_11393 numeric
@attribute gene_7421 numeric
@attribute gene_6836 numeric
@attribute gene_8003 numeric
@attribute gene_3541 numeric
@attribute gene_16372 numeric
@attribute gene_12977 numeric
@attribute gene_11124 numeric
@attribute gene_2778 numeric
@attribute gene_16342 numeric
@attribute gene_7792 numeric
@attribute gene_9177 numeric
@attribute gene_17906 numeric
@attribute gene_628 numeric
@attribute gene_11910 numeric
@attribute gene_6584 numeric
@attribute gene_17801 numeric
@attribute gene_16449 numeric
@attribute gene_11259 numeric
@attribute gene_10841 numeric
@attribute gene_2639 numeric
@attribute gene_4224 numeric
@attribute gene_11550 numeric
@attribute gene_8776 numeric
@attribute gene_6830 numeric
@attribute gene_203 numeric
@attribute gene_15803 numeric
@attribute gene_2129 numeric
@attribute gene_7932 numeric
@attribute gene_951 numeric
@attribute gene_5632 numeric
@attribute gene_18335 numeric
@attribute gene_7954 numeric
@attribute gene_12995 numeric
@attribute gene_9184 numeric
@attribute gene_9652 numeric
@attribute gene_8013 numeric
@attribute gene_6594 numeric
@attribute gene_148 numeric
@attribute gene_18810 numeric
@attribute gene_15473 numeric
@attribute gene_8004 numeric
@attribute gene_18753 numeric
@attribute gene_15912 numeric
@attribute gene_89 numeric
@attribute gene_6876 numeric
@attribute gene_2318 numeric
@attribute gene_3540 numeric
@attribute gene_16338 numeric
@attribute gene_8002 numeric
@attribute gene_17585 numeric
@attribute gene_775 numeric
@attribute gene_17738 numeric
@attribute gene_3921 numeric
@attribute gene_19606 numeric
@attribute gene_10290 numeric
@attribute gene_5752 numeric
@attribute gene_18216 numeric
@attribute gene_15900 numeric
@attribute gene_1509 numeric
@attribute gene_223 numeric
@attribute gene_5657 numeric
@attribute gene_18290 numeric
@attribute gene_5988 numeric
@attribute gene_2167 numeric
@attribute gene_2073 numeric
@attribute gene_742 numeric
@attribute gene_12078 numeric
@attribute gene_5021 numeric
@attribute gene_8005 numeric
@attribute gene_1058 numeric
@attribute gene_6926 numeric
@attribute gene_19159 numeric
@attribute gene_2774 numeric
@attribute gene_13161 numeric
@attribute gene_3730 numeric
@attribute gene_1858 numeric
@attribute gene_18636 numeric
@attribute gene_14427 numeric
@attribute gene_17316 numeric
@attribute gene_3472 numeric
@attribute gene_3461 numeric
@attribute gene_5625 numeric
@attribute gene_13507 numeric
@attribute Class {PRAD,LUAD,BRCA,KIRC,COAD}

@data
1.651683,8.750503,12.739878,13.689059,12.696589,12.779974,2.40163,2.806881,4.871578,5.930181,9.524677,3.258232,1.19232,0,6.394211,10.850593,11.138803,10.584126,12.691085,1.440208,6.520762,3.495913,4.784556,10.127066,6.311029,2.374483,0,4.618368,9.748827,0.892818,12.244563,5.050079,0.892818,2.618427,7.187847,2.146395,1.836086,12.236005,0.5144,5.225518,4.913196,3.920036,9.887091,3.792033,10.976263,5.758143,12.374784,8.524119,8.216528,0,0.5144,10.385916,5.41126,0,2.40163,1.440208,3.601518,2.715718,4.691947,9.246007,6.612046,13.576083,0,2.892605,13.627682,6.018636,11.267729,10.797791,12.647535,0.892818,8.482768,7.927636,6.81779,9.107214,2.514097,5.588697,3.495913,10.190319,6.918303,5.614156,8.637096,9.259178,0,0,3.792033,5.122834,6.255482,1.440208,0,8.846271,5.536389,7.932705,0,0,10.950199,5.381917,7.28616,0.892818,8.697892,10.087847,BRCA
11.665713,2.537545,1.766807,9.963263,0.754118,9.462355,6.984635,11.821754,10.315048,11.235966,3.096329,9.845465,3.037224,10.283609,0.425782,3.811985,5.823056,0.425782,7.440238,1.905466,0,11.389508,11.040324,6.987753,9.126302,13.241858,10.700344,0.425782,1.021409,9.286354,4.703771,9.014874,5.544034,10.98666,5.980375,9.777117,9.916327,8.558042,9.377783,11.642047,12.227944,3.498085,10.418548,11.127246,8.635714,7.520658,8.467202,7.277399,12.948278,3.45357,0,0.425782,4.963909,0,9.952807,1.905466,10.876118,4.155514,1.246834,4.625674,10.270038,7.963133,0,0.425782,10.750364,5.751316,3.811985,13.888696,9.626112,9.926584,1.246834,0,2.03196,13.371273,3.407638,12.231653,9.441139,1.021409,12.139052,8.35218,3.153092,6.621964,8.60967,9.442562,10.701532,1.021409,10.884522,8.210564,12.424534,1.61339,9.081297,1.021409,9.859393,7.376099,2.255863,3.498085,13.868109,12.079995,1.61339,2.620422,KIRC
6.807097,14.429368,13.331925,7.506081,12.678838,9.603372,7.717073,4.280318,1.360982,3.484924,11.147491,2.782912,12.871282,0,10.813324,8.444812,7.232776,11.781126,6.97391,8.592823,6.92353,11.254415,1.12201,7.065454,6.707759,3.80331,3.324753,14.614284,8.608854,2.04869,14.190982,13.557871,8.252296,3.324753,5.438057,3.43348,0.835358,12.031391,3.801283,6.646965,7.186916,16.786002,8.871754,3.674088,10.003209,10.810805,11.933396,10.111266,8.922775,9.333858,7.123408,6.885757,7.735773,3.801283,8.010461,11.374985,4.639325,7.502967,10.794335,11.225647,12.816102,8.95619,5.864307,3.534585,13.147078,9.261035,12.371621,10.486564,9.815383,0.835358,10.106236,7.229011,5.165992,8.032233,5.633068,6.447488,4.094101,10.021035,5.514309,3.582604,12.894056,7.477799,0.835358,4.888865,5.227687,8.589891,2.862848,3.079122,0,10.306176,11.320282,10.638382,0.477366,0,9.056291,8.749574,8.439931,1.12201,10.388254,10.015039,PRAD
1.622977,9.681184,12.278278,11.933986,12.173427,11.808924,0.87342,2.246134,3.70758,3.220376,9.263563,1.168642,3.01298,0,6.322707,10.389535,10.336205,9.929103,10.968753,3.997889,8.188816,1.967943,4.830717,10.32221,7.150052,1.967943,0,3.70758,9.554416,1.805746,7.267667,6.147527,1.413648,1.622977,7.695882,7.49428,0.87342,9.933406,2.679919,6.197451,8.630143,3.79665,9.696455,1.168642,12.05077,4.872292,12.788757,9.884082,10.04044,0.501821,1.622977,10.042713,4.6027,0,1.168642,0.501821,4.651281,4.766012,1.413648,9.428551,5.063904,15.077383,0,8.071006,16.989095,5.868151,11.419771,9.63513,14.011874,0.87342,8.990691,8.395427,8.728223,8.770066,3.562719,4.892639,4.552432,11.275781,7.510827,6.292397,1.622977,8.931198,0.501821,0.501821,3.220376,0.501821,4.071128,2.113734,1.622977,4.809471,6.337625,4.473579,0,0,10.699564,1.967943,9.187369,0,8.5714,12.556029,BRCA
1.480369,7.870876,11.575634,13.150088,13.420263,13.493805,2.587965,1.052485,3.508822,3.937486,9.925342,0,2.405039,1.052485,2.195474,10.57033,12.194889,11.203544,11.265076,0.779134,13.884981,0.779134,4.558047,10.752941,5.549327,1.480369,0,4.035237,8.996745,0.779134,9.639583,3.638908,0.441483,1.282262,9.106704,1.282262,1.052485,10.709179,2.587965,5.725618,4.99056,3.553496,9.432415,1.052485,11.214987,4.467553,12.314813,8.75873,8.957801,0,1.809949,11.780249,3.46272,0,0,0,5.084893,2.078029,3.679795,8.677794,5.686035,14.308474,0,9.420405,14.025442,4.345822,12.766986,10.488573,14.22651,0.779134,11.011046,5.504516,6.807252,6.825582,2.963973,3.365832,3.207096,10.023117,6.453603,5.422583,12.576496,9.64411,0,0.779134,1.480369,0,4.854345,0.441483,0.441483,7.954464,6.055736,3.832627,0,0,9.922684,5.022692,8.11585,0,9.167255,9.910927,BRCA
0,6.425815,11.592971,10.895795,13.239508,12.912489,0.533264,0,5.736756,6.470155,7.793961,0.921817,3.70875,0,0,11.713511,11.462328,10.148121,9.589984,3.70875,12.743549,9.388129,3.606525,10.897414,7.42493,2.329124,0.533264,8.078049,8.98404,1.479696,9.644208,7.039906,1.479696,2.452147,8.902794,2.860208,1.479696,11.955948,2.565475,7.675872,7.601414,4.677931,10.015401,1.881038,10.385938,6.806221,12.374749,9.578216,9.633687,0,4.400893,10.509844,5.03356,0,1.227556,0,6.667126,5.053129,5.760753,9.041492,7.303571,13.805865,0,7.010187,14.077083,6.673457,10.395695,11.121365,12.645451,1.227556,9.172017,6.440746,7.574586,10.043178,2.194654,6.145013,5.147164,8.463394,7.073831,7.601414,7.74367,9.680829,0,0,4.338481,6.308608,6.568605,0.533264,0.533264,9.589984,6.135867,3.177934,0,0.533264,11.248799,2.768502,7.788138,0.533264,7.406035,9.346117,BRCA
9.994764,11.673861,6.568336,6.780179,8.667537,8.6107,2.375401,2.864592,0,0,7.503587,9.304851,0,0.431997,16.37113,8.110703,6.665791,9.836317,11.268852,0.431997,14.982401,10.417441,0,9.230282,9.198295,1.783876,10.958306,0.763921,8.92232,4.587287,6.027442,3.605293,6.563019,5.898303,9.931701,9.639484,10.803066,9.347993,16.031428,8.512073,9.397369,6.0428,12.818366,10.624613,11.196252,5.718701,13.571741,7.827806,9.857099,0,0,6.568336,1.923187,8.832381,3.724377,10.337967,1.260809,0.431997,7.062284,8.904565,8.472922,6.709759,5.535406,9.780722,11.136197,5.20767,10.12178,11.702099,9.552293,3.646082,7.47788,0.431997,9.561653,8.014657,11.283476,6.399648,3.520058,6.134469,10.353831,8.892959,14.380096,8.543453,0.431997,0,6.940472,0,8.103393,10.908603,0.431997,5.300043,8.344021,1.783876,3.475474,0.763921,10.249718,8.655098,10.257965,2.050188,8.58076,10.317198,LUAD
11.743791,1.310631,4.93595,9.78872,5.63973,8.471045,3.304964,9.839728,10.430954,10.039659,5.395217,8.734405,6.61977,9.390031,1.077516,4.845982,3.982327,4.111507,6.512729,4.66838,1.687419,11.524968,11.211024,7.175844,9.537436,13.319291,11.05362,1.511316,3.133021,8.989959,4.416651,9.128064,7.040629,9.822139,4.789176,8.811304,11.355648,8.760544,10.600117,11.457832,11.853773,2.444031,10.455492,10.893294,8.558268,8.78249,10.921097,6.788673,13.396805,1.511316,0.454281,4.015721,10.564235,6.982697,8.548676,3.458579,11.310454,6.178619,1.985865,6.039419,10.967176,7.282755,1.511316,0.799336,10.644487,10.410303,5.830096,13.471904,9.709937,9.619151,9.161543,1.077516,2.444031,13.92433,4.845982,11.407416,9.350497,3.409174,11.189232,9.107881,8.515499,7.003658,7.413797,9.58201,10.170989,1.687419,10.013546,4.689226,11.343919,1.687419,9.982224,0,11.22871,8.03514,3.640852,2.866354,12.7364,11.533276,1.844345,2.342384,KIRC
12.165579,5.645419,0,10.613394,0.401194,9.359001,7.292957,11.296498,8.823584,8.360492,5.437005,9.567833,4.718559,9.947218,0.401194,1.833862,3.222805,0.972178,8.185653,3.854584,0.401194,12.271443,9.508104,7.342137,9.766779,14.56198,10.877844,0.714751,2.072517,10.919995,4.990006,8.223287,8.265985,11.399054,4.448901,9.361113,8.794712,7.609496,8.767373,9.305179,11.99476,4.268666,10.56352,11.385458,9.167293,8.110661,11.357882,6.441699,14.479989,0.972178,0,1.190615,7.595213,5.40461,8.900127,4.090074,10.213444,6.160585,0.714751,6.348277,11.035782,6.721386,0,0,9.960742,8.575808,4.682989,13.177704,9.95749,9.209195,5.405046,0,3.065951,13.198028,4.9606,12.171405,9.852831,0.714751,11.69572,8.884552,8.445209,6.067097,8.339226,8.970051,10.787046,5.607972,9.235524,8.371707,11.41303,0.972178,8.779,1.380231,10.181537,7.201644,3.947451,1.9581,12.500553,12.476164,4.590021,3.120153,KIRC
8.877293,14.063193,13.230114,7.091964,13.012265,9.195409,8.595873,2.740323,0,0.559247,11.507408,1.533115,14.092823,2.109227,11.482556,9.400961,8.051051,11.673676,5.332772,8.987722,5.956136,11.713481,1.275305,5.566952,5.399028,6.288783,1.275305,12.772364,9.294469,1.533115,14.762756,12.337502,7.590767,1.94152,5.415127,1.94152,2.109227,12.542517,0.559247,5.190362,5.595489,15.858168,8.02244,2.931532,9.817219,9.657133,13.607608,10.763088,8.519742,13.476797,6.677114,3.251462,8.870013,4.731715,6.810906,13.16734,4.282966,8.027685,11.142803,11.009647,13.793105,7.855504,6.438063,5.53784,13.474644,10.164718,11.678063,10.538082,10.545872,1.751721,11.432041,9.21163,4.652446,6.331822,3.926521,6.207918,2.259453,10.201744,4.782241,3.83374,12.467786,8.079111,0,1.275305,3.452042,8.352167,1.94152,3.785017,0.961253,11.239772,11.149734,9.120064,0,0,8.967393,11.661074,7.385466,0.559247,9.371779,10.88116,PRAD
0,3.38192,10.720475,13.311166,13.420526,14.802622,0,0.786596,3.987485,5.03995,5.641985,0,4.051964,0.446256,1.822689,10.498789,11.535941,11.00887,11.181587,2.091632,7.018823,3.919988,0.446256,10.079378,5.102171,2.514072,0,6.057654,10.672576,3.987485,6.255435,7.157155,1.292723,5.233075,6.834092,9.893954,0.786596,10.524228,0.446256,8.059074,5.340228,6.017855,10.375485,1.666711,9.558069,5.908926,13.258139,8.19019,8.908588,0,2.318259,11.444896,5.14714,0.786596,0,0,6.834092,3.431222,4.28441,8.135448,7.667225,14.914871,0,6.227789,14.518948,9.076848,9.859468,10.533787,14.316854,0.786596,3.478907,3.812437,4.974924,8.992091,2.318259,6.994433,2.686433,8.687963,6.44743,7.062521,3.774724,10.109987,0,0,5.652421,1.292723,5.14714,1.963437,0.446256,8.680335,4.618321,1.491802,0,1.292723,9.201994,0.786596,8.637643,0,5.993439,8.959898,BRCA
